"x","y","z","Stardesc","Multiple","Colour","Name","Planet Count","Atmosphere","Temperature","Biosphere","Population","TechLevel","World Tag 1","World Tag 2","GalacticX","GalacticY","clusterNum","mapcolour","FullName"
221,57.96,1,"Type'K'orange star",0,"#C88800","","1","Thick atmosphere, breathable with a pressure mask|","Variable temperate-to-warm|","Human-miscible biosphere|","Hundreds of thousands|","2. Nineteenth-century|","Area 51|","Area 51|",79221,101307.96,"4","#fabebe","Inga"
83,89.24,90,"Type'M'flare star",0,"#C80000","","4","Breathable Mix|Breathable Mix|Breathable Mix|Breathable Mix|","Variable temperate-to-warm|Variable cold-to-temperate|Temperate|Temperate|","Microbial life|Microbial life|Hybrid biosphere|Hybrid biosphere|","Hundreds of thousands|Tens of thousands|Tens of thousands|Aliens|","4. Baseline postech|1. Medieval|5. Pretech|4. with specialties or surviving pretech|","Area 51|Badlands World|Badlands World|Out of Contact|","Area 51|Badlands World|Badlands World|Out of Contact|",79083,101339.24,"4","#fabebe","Wukokio"
83,175.72,0,"Type'M'flare star",0,"#C80000","","2","Corrosive, and invasive atmosphere|Breathable Mix|","Cold|Variable temperate-to-warm|","Human-miscible biosphere|Human-miscible biosphere|","Outpost|Hundreds of thousands|","4. Baseline postech|5. Pretech|","Civil War|Badlands World|","Civil War|Badlands World|",79083,101425.72,"4","#fabebe","Pluttu"
96,233.68,-1,"Type'K'orange star",0,"#C88800","Ikitwambu","4","Thick atmosphere, breathable with a pressure mask|Corrosive|Breathable Mix|Thick atmosphere, breathable with a pressure mask|","Variable temperate-to-warm|Temperate|Temperate|Temperate|","Human-miscible biosphere|No native biosphere|Human-miscible biosphere|Microbial life|","Hundreds of thousands|Millions|Hundreds of thousands|Tens of thousands|","4. Baseline postech|4. Baseline postech|4. Baseline postech|4. Baseline postech|","Desert World|Area 51|Civil War|Altered Humanity|","Desert World|Area 51|Civil War|Altered Humanity|",79096,101733.68,"4","#fabebe","Ikitwambu"
109,175.72,-225,"Faint type'M'red star",1,"#C80000","Utsokodza","3","Breathable Mix|Corrosive|Airless/Thin Atmosphere|","Temperate|Cold|Temperate|","Human-miscible biosphere|Human-miscible biosphere|Human-miscible biosphere|","Billions|Millions|Hundreds of thousands|","4. Baseline postech|1. Medieval|4. Baseline postech|","Desert World|Alien Ruins|Civil War|","Desert World|Alien Ruins|Civil War|",79109,101675.72,"4","#fabebe","Utsokodza"
59,220.8,-27,"Type'M'flare star",2,"#C80000","","2","Invasive, toxic atmosphere|Breathable Mix|","Temperate|Temperate|","Immiscible biosphere|Immiscible biosphere|","Millions|Hundreds of thousands|","3. Twentieth-century|4. Baseline postech|","Badlands World|Civil War|","Badlands World|Civil War|",79059,101720.8,"4","#fabebe","Gopasfozu"
184,220.8,0,"Type'G'yellow star",1,"#C8DC00","","1","Breathable Mix|","Cold|","Human-miscible biosphere|","Billions|","1. Medieval|","Out of Contact|","Out of Contact|",79184,101720.8,"6","#800000","Ke¨kemi"
2,205.16,-106,"Type'M'flare star",0,"#C80000","Buwa","4","Inert Gas|Breathable Mix|Breathable Mix|Thick atmosphere, breathable with a pressure mask|","Variable cold-to-temperate|Variable temperate-to-warm|Temperate|Cold|","Immiscible biosphere|Immiscible biosphere|Human-miscible biosphere|Human-miscible biosphere|","Tens of thousands|Millions|Hundreds of thousands|Tens of thousands|","4. with specialties or surviving pretech|4. Baseline postech|4. Baseline postech|1. Medieval|","Badlands World|Abandoned Colony|Civil War|Out of Contact|","Badlands World|Abandoned Colony|Civil War|Out of Contact|",79002,101705.16,"4","#fabebe","Buwa"
12,57.04,-1,"Faint type'M'red star",0,"#C80000","Rayro","3","Breathable Mix|Thick atmosphere, breathable with a pressure mask|Thick atmosphere, breathable with a pressure mask|","Temperate|Warm|Temperate|","No native biosphere|Human-miscible biosphere|Human-miscible biosphere|","Tens of thousands|Tens of thousands|Hundreds of thousands|","4. with specialties or surviving pretech|4. Baseline postech|4. Baseline postech|","Civil War|Colonized Population|Civil War|","Civil War|Colonized Population|Civil War|",79012,101557.04,"4","#fabebe","Rayro"
17,183.08,-144,"Type'M'flare star",0,"#C80000","","2","Breathable Mix|Corrosive|","Temperate|Temperate|","Engineered biosphere|Immiscible biosphere|","Outpost|Hundreds of thousands|","4. Baseline postech|5. Pretech|","Desert World|Bubble Cities|","Desert World|Bubble Cities|",79017,101683.08,"4","#fabebe","Sfuyrisfubi"
5,149.96,0,"Type'M'flare star",0,"#C80000","","1","Invasive, toxic atmosphere|","Warm|","Human-miscible biosphere|","Tens of thousands|","2. Nineteenth-century|","Colonized Population|","Colonized Population|",79005,101649.96,"4","#fabebe","Bulemidakotwi"
1,62.56,0,"Type'M'flare star",0,"#C80000","Apupluwe","4","Breathable Mix|Inert Gas|Breathable Mix|Thick atmosphere, breathable with a pressure mask|","Temperate|Variable cold-to-temperate|Temperate|Variable cold-to-temperate|","No native biosphere|No native biosphere|Human-miscible biosphere|Human-miscible biosphere|","Outpost|Hundreds of thousands|Hundreds of thousands|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|4. Baseline postech|4. Baseline postech|","Out of Contact|Civil War|Civil War|Cold War|","Out of Contact|Civil War|Civil War|Cold War|",79001,101562.56,"4","#fabebe","Apupluwe"
91,42.32,-1,"Type'M'red star",0,"#C80000","Mitsu","3","Inert Gas|Breathable Mix|Corrosive, and invasive atmosphere|","Temperate|Variable temperate-to-warm|Temperate|","Human-miscible biosphere|Human-miscible biosphere|Human-miscible biosphere|","Outpost|Outpost|Hundreds of thousands|","4. Baseline postech|2. Nineteenth-century|4. Baseline postech|","Bubble Cities|Colonized Population|Civil War|","Bubble Cities|Colonized Population|Civil War|",79091,101542.32,"4","#fabebe","Mitsu"
114,184.92,-68,"Type'M'flare star",0,"#C80000","","2","Breathable Mix|Inert Gas|","Cold|Variable temperate-to-warm|","Microbial life|Engineered biosphere|","Tens of thousands|Millions|","5. Pretech|4. Baseline postech|","Abandoned Colony|Alien Ruins|","Abandoned Colony|Alien Ruins|",79114,101684.92,"4","#fabebe","Demiyi"
40,157.32,0,"Type'M'flare star",1,"#C80000","","1","Breathable Mix|","Cold|","Hybrid biosphere|","Millions|","3. Twentieth-century|","Colonized Population|","Colonized Population|",79040,101657.32,"4","#fabebe","Sfodi"
2,77.28,-8,"Type'M'flare star",0,"#C80000","Kombe","4","Invasive, toxic atmosphere|Thick atmosphere, breathable with a pressure mask|Breathable Mix|Invasive, toxic atmosphere|","Warm|Temperate|Variable cold-to-temperate|Warm|","No native biosphere|Human-miscible biosphere|Microbial life|Hybrid biosphere|","Millions|Hundreds of thousands|Failed colony|Millions|","1. Medieval|3. Twentieth-century|4. with specialties or surviving pretech|2. Nineteenth-century|","Badlands World|Bubble Cities|Cold War|Cold War|","Badlands World|Bubble Cities|Cold War|Cold War|",79002,101577.28,"4","#fabebe","Kombe"
221,57.96,-1,"Type'K'orange star",0,"#C88800","Fiko","3","Breathable Mix|Breathable Mix|Breathable Mix|","Warm|Temperate|Temperate|","Engineered biosphere|Human-miscible biosphere|Human-miscible biosphere|","Hundreds of thousands|Millions|Hundreds of thousands|","4. Baseline postech|1. Medieval|4. Baseline postech|","Altered Humanity|Abandoned Colony|Civil War|","Altered Humanity|Abandoned Colony|Civil War|",79221,101557.96,"4","#fabebe","Fiko"
83,89.24,-90,"Type'M'flare star",0,"#C80000","","2","Inert Gas|Corrosive, and invasive atmosphere|","Frozen|Burning|","No native biosphere|Immiscible biosphere|","Failed colony|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|","Colonized Population|Civil War|","Colonized Population|Civil War|",79083,101589.24,"4","#fabebe","Uza"
83,175.72,0,"Type'M'flare star",0,"#C80000","","1","Breathable Mix|","Warm|","Immiscible biosphere|","Billions|","3. Twentieth-century|","Civil War|","Civil War|",79083,101675.72,"4","#fabebe","Pluttu"
88,168.36,-1,"Type'M'flare star",1,"#C80000","Yemu","4","Breathable Mix|Inert Gas|Inert Gas|Thick atmosphere, breathable with a pressure mask|","Variable cold-to-temperate|Temperate|Temperate|Warm|","Biosphere remnants|Hybrid biosphere|Human-miscible biosphere|Biosphere remnants|","Outpost|Hundreds of thousands|Hundreds of thousands|Millions|","4. Baseline postech|4. Baseline postech|4. Baseline postech|4. Baseline postech|","Abandoned Colony|Area 51|Civil War|Badlands World|","Abandoned Colony|Area 51|Civil War|Badlands World|",79088,101668.36,"4","#fabebe","Yemu"
88,205.16,-2,"Type'M'red star",1,"#C80000","","3","Invasive, toxic atmosphere|Corrosive|Breathable Mix|","Warm|Cold|Cold|","Immiscible biosphere|No native biosphere|Human-miscible biosphere|","Millions|Tens of thousands|Hundreds of thousands|","4. Baseline postech|3. Twentieth-century|2. Nineteenth-century|","Alien Ruins|Badlands World|Civil War|","Alien Ruins|Badlands World|Civil War|",79088,101705.16,"4","#fabebe","Neyro"
106,175.72,1,"Faint type'M'red star",2,"#C80000","","5","Invasive, toxic atmosphere|Corrosive|Corrosive, and invasive atmosphere|Airless/Thin Atmosphere|Inert Gas|","Frozen|Frozen|Variable temperate-to-warm|Temperate|Temperate|","Human-miscible biosphere|Microbial life|Hybrid biosphere|Human-miscible biosphere|Biosphere remnants|","Hundreds of thousands|Hundreds of thousands|Billions|Hundreds of thousands|Tens of thousands|","4. Baseline postech|4. Baseline postech|4. with specialties or surviving pretech|3. Twentieth-century|4. Baseline postech|","Cold War|Alien Ruins|Desert World|Colonized Population|Civil War|","Cold War|Alien Ruins|Desert World|Colonized Population|Civil War|",79106,101925.72,"4","#fabebe","Radumbu"
109,216.2,158,"Type'M'flare star",0,"#C80000","Aza","4","Breathable Mix|Breathable Mix|Corrosive, and invasive atmosphere|Thick atmosphere, breathable with a pressure mask|","Warm|Warm|Cold|Temperate|","Human-miscible biosphere|Human-miscible biosphere|Immiscible biosphere|Human-miscible biosphere|","Hundreds of thousands|Millions|Millions|Hundreds of thousands|","0. Stone age|4. Baseline postech|3. Twentieth-century|4. with specialties or surviving pretech|","Badlands World|Cold War|Bubble Cities|Altered Humanity|","Badlands World|Cold War|Bubble Cities|Altered Humanity|",79109,101966.2,"4","#fabebe","Aza"
-2,118.68,0,"Type'M'flare star",0,"#C80000","","4","Inert Gas|Corrosive|Corrosive, and invasive atmosphere|Breathable Mix|","Warm|Warm|Warm|Variable temperate-to-warm|","Human-miscible biosphere|Human-miscible biosphere|No native biosphere|Immiscible biosphere|","Tens of thousands|Millions|Tens of thousands|Billions|","0. Stone age|4. Baseline postech|4. Baseline postech|5. Pretech|","Civil War|Cold War|Badlands World|Area 51|","Civil War|Cold War|Badlands World|Area 51|",78998,101868.68,"4","#fabebe","Ayra"
40,16.56,0,"Type'M'flare star",0,"#C80000","","3","Breathable Mix|Corrosive|Breathable Mix|","Cold|Variable temperate-to-warm|Burning|","Microbial life|Immiscible biosphere|Engineered biosphere|","Hundreds of thousands|Tens of thousands|Aliens|","4. Baseline postech|5. Pretech|5. Pretech|","Colonized Population|Area 51|Out of Contact|","Colonized Population|Area 51|Out of Contact|",79040,101766.56,"4","#fabebe","Gole"
2,75.44,8,"Type'M'flare star",0,"#C80000","","3","Breathable Mix|Breathable Mix|Breathable Mix|","Cold|Temperate|Variable temperate-to-warm|","No native biosphere|Hybrid biosphere|Hybrid biosphere|","Hundreds of thousands|Failed colony|Billions|","4. Baseline postech|2. Nineteenth-century|4. with specialties or surviving pretech|","Area 51|Cold War|Desert World|","Area 51|Cold War|Desert World|",79002,101825.44,"4","#fabebe","Sfo’a"
218,57.04,1,"Type'K'orange star",0,"#C88800","","2","Invasive, toxic atmosphere|Airless/Thin Atmosphere|","Temperate|Cold|","Human-miscible biosphere|Immiscible biosphere|","Outpost|Tens of thousands|","4. Baseline postech|2. Nineteenth-century|","Desert World|Alien Ruins|","Desert World|Alien Ruins|",79218,101807.04,"6","#800000","Oa"
222,10.12,88,"Type'F'white star",5,"#C8C8C8","","2","Breathable Mix|Airless/Thin Atmosphere|","Temperate|Frozen|","Hybrid biosphere|Hybrid biosphere|","Tens of thousands|Tens of thousands|","1. Medieval|4. Baseline postech|","Alien Ruins|Civil War|","Alien Ruins|Civil War|",79222,101760.12,"6","#800000","Kouw"
9,80.04,242,"Type'M'flare star",1,"#C80000","","1","Corrosive|","Warm|","Human-miscible biosphere|","Millions|","4. with specialties or surviving pretech|","Alien Ruins|","Alien Ruins|",79009,101830.04,"4","#fabebe","Dewe"
32,86.48,2,"Type'M'flare star",0,"#C80000","Mawi","5","Breathable Mix|Breathable Mix|Breathable Mix|Breathable Mix|Breathable Mix|","Temperate|Warm|Burning|Cold|Temperate|","Human-miscible biosphere|Microbial life|Engineered biosphere|Biosphere remnants|Human-miscible biosphere|","Millions|Outpost|Aliens|Millions|Hundreds of thousands|","3. Twentieth-century|2. Nineteenth-century|5. Pretech|1. Medieval|4. Baseline postech|","Bubble Cities|Desert World|Out of Contact|Area 51|Civil War|","Bubble Cities|Desert World|Out of Contact|Area 51|Civil War|",79032,101836.48,"4","#fabebe","Mawi"
115,22.08,0,"Faint type'M'red star",0,"#C80000","","4","Airless/Thin Atmosphere|Airless/Thin Atmosphere|Breathable Mix|Breathable Mix|","Temperate|Temperate|Burning|Burning|","Immiscible biosphere|Hybrid biosphere|Engineered biosphere|No native biosphere|","Millions|Tens of thousands|Aliens|Hundreds of thousands|","5. Pretech|3. Twentieth-century|5. Pretech|4. Baseline postech|","Abandoned Colony|Civil War|Out of Contact|Desert World|","Abandoned Colony|Civil War|Out of Contact|Desert World|",79115,101772.08,"4","#fabebe","Sfowa"
13,168.36,29,"Type'M'flare star",0,"#C80000","","4","Thick atmosphere, breathable with a pressure mask|Invasive, toxic atmosphere|Breathable Mix|Breathable Mix|","Variable cold-to-temperate|Temperate|Burning|Variable cold-to-temperate|","No native biosphere|Immiscible biosphere|Engineered biosphere|No native biosphere|","Outpost|Hundreds of thousands|Aliens|Failed colony|","4. with specialties or surviving pretech|5. Pretech|5. Pretech|4. Baseline postech|","Civil War|Alien Ruins|Out of Contact|Badlands World|","Civil War|Alien Ruins|Out of Contact|Badlands World|",79013,101918.36,"4","#fabebe","Emi"
66,123.28,0,"Faint type'M'red star",0,"#C80000","","3","Breathable Mix|Breathable Mix|Breathable Mix|","Variable cold-to-temperate|Temperate|Burning|","Hybrid biosphere|Immiscible biosphere|Engineered biosphere|","Hundreds of thousands|Millions|Aliens|","4. Baseline postech|4. Baseline postech|5. Pretech|","Area 51|Desert World|Out of Contact|","Area 51|Desert World|Out of Contact|",79066,101873.28,"4","#fabebe","Sfune"
237,230.92,24,"Type'M'flare star",0,"#C80000","She¨task","3","Corrosive|Airless/Thin Atmosphere|Breathable Mix|","Temperate|Cold|Burning|","Human-miscible biosphere|No native biosphere|Engineered biosphere|","Failed colony|Hundreds of thousands|Hundreds of thousands|","4. Baseline postech|4. with specialties or surviving pretech|4. Baseline postech|","Desert World|Badlands World|Desert World|","Desert World|Badlands World|Desert World|",79237,101980.92,"6","#800000","She¨task"
82,119.6,0,"Type'M'flare star",0,"#C80000","Debi","2","Breathable Mix|Breathable Mix|","Temperate|Warm|","Biosphere remnants|Human-miscible biosphere|","Hundreds of thousands|Millions|","4. Baseline postech|4. Baseline postech|","Desert World|Cold War|","Desert World|Cold War|",79082,101869.6,"4","#fabebe","Debi"
90,57.96,1,"Type'M'red star",2,"#C80000","","1","Corrosive|","Cold|","Immiscible biosphere|","Tens of thousands|","4. with specialties or surviving pretech|","Area 51|","Area 51|",79090,102057.96,"4","#fabebe","Obe"
2,218.04,66,"Type'M'flare star",0,"#C80000","","1","Breathable Mix|","Warm|","Hybrid biosphere|","Outpost|","4. Baseline postech|","Cold War|","Cold War|",79002,102218.04,"6","#800000","Yu¨hak"
109,42.32,0,"Type'M'flare star",0,"#C80000","","1","Airless/Thin Atmosphere|","Variable temperate-to-warm|","Immiscible biosphere|","Millions|","4. Baseline postech|","Alien Ruins|","Alien Ruins|",79109,102042.32,"4","#fabebe","Gomu"
-2,118.68,0,"Type'M'flare star",0,"#C80000","","1","Thick atmosphere, breathable with a pressure mask|","Cold|","No native biosphere|","Hundreds of thousands|","4. Baseline postech|","Alien Ruins|","Alien Ruins|",78998,102118.68,"6","#800000","Buks"
40,16.56,0,"Type'M'flare star",0,"#C80000","","1","Breathable Mix|","Cold|","Human-miscible biosphere|","Tens of thousands|","1. Medieval|","Abandoned Colony|","Abandoned Colony|",79040,102016.56,"4","#fabebe","Gole"
2,75.44,8,"Type'M'flare star",0,"#C80000","","1","Corrosive, and invasive atmosphere|","Temperate|","Microbial life|","Hundreds of thousands|","1. Medieval|","Colonized Population|","Colonized Population|",79002,102075.44,"6","#800000","Akisk"
